cislo_zasedani;datum;rok;kategorie;tema;castka;vydaj;text;soubor;url
1;2022-10-26;2022;schvaluje;Životní prostředí a odpady;;Bez částky;Společnosti ELEKTROWIN a.s. předkládá doplnění v příloze č.1, umístění kontejnerů na zpětný odběr malých elektrospotřebičů. Stanoviště : U pošty, nám. Svobody, před bývalým obchodním domem, ul. Školní, ul. Tetčická (Písečná).;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Návrh Smlouvy o smlouvě budoucí na zřízení věcného břemene mezi společnost EG.D., a.s. a obcí Střelice. Jedná se o přeložku a příčné uložení kabelu vysokého napětí do obecního pozemku p.č. 5108/2, k.ú. Střelice u Brna, ul. Ostopovická.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;schvaluje;Sociální a zdravotní oblast;;Bez částky;Setkání seniorů v sále Obecního úřadu – neděle 13.11. 2022 ve 14,30 hod.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;schvaluje;Životní prostředí a odpady;;Bez částky;Provozní dobu Sběrného střediska odpadů ve Střelicích v zimním období od 1.11. 2022 do 31.3. 2023. Středa : 13,00 – 16,30 hod, Sobota : 8,00 – 12,00 hod.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;projednala;Pozemky, majetek a bydlení;;Bez částky;Nabídku společnosti ČESKOMORAVSKÁ POZEMKOVÁ s.r.o. obci Střelice na prodej pozemků v jejím vlastnictví, p.č. 6198, p.č. 6229, k.ú. Střelice u Brna.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;projednala;Ostatní;;Bez částky;Návrh Š. H. a P. H., nesouhlasí se schváleným návrhem Směnné smlouvy a žádají o doplnění návrhu smlouvy o své podmínky.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Životní prostředí a odpady;;Bez částky;Krajský úřad Jihomoravského kraje, odbor životního prostředí, jako vodoprávní úřad vydává rozhodnutí ve věci povolení k nakládání s vodami spočívající ve vypouštění vyčištěných odpadních vod z areálu střediska Střelice, Čepro, a.s. do vod povrchových – vodního toku Střelický potok. Platnost povolení stanovuje na čtyři roky ode dne nabytí právní moci tohoto rozhodnutí.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Doprava a sítě;;Bez částky;Jihomoravský kraj zasílá plán dopravní obslužnosti Jihomoravského kraje pro období let 2022 – 2026.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Pozemky, majetek a bydlení;;Bez částky;MěÚ Šlapanice, odbor životního prostředí, vydává rozhodnutí k realizaci hydrogeologického průzkumného vrtu na pozemku p.č. 6838 v k.ú. Střelice u Brna.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Životní prostředí a odpady;;Bez částky;MěÚ Šlapanice, odbor životního prostředí, zasílá oznámení o zahájení řízení o změně stavby před dokončením. Jedná se o stavbu vodního díla „Průzkumný vrt a vrtaná studna“ na pozemku p.č. 5934, k.ú. Střelice u Brna, lokalita Haneky, žadatelka – P.N.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Životní prostředí a odpady;;Bez částky;MěÚ Šlapanice, odbor životního prostředí, zasílá oznámení o zahájení společného územního a stavebního řízení a řízení o povolení k odběru podzemních vod na stavbu: Vrtaná studna na pozemku p.č. 7238 v k.ú. Střelice u Brna, lokalita Mastná hora.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;bere na vědomí;Školství;;Bez částky;Ředitel ZUŠ předkládá Výroční zprávu o činnosti ZUŠ za školní rok 2021 – 2022.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
1;2022-10-26;2022;neschvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost pana D. O. o uložení čisté zeminy ze stavby svého rodinného domu na obecní pozemek v areálu koupaliště v prostoru bývalého beach – volejbalového kurtu.;Zápis z 1. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 26. 10. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/426/Z%C3%A1pis%20z%201.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%2026.%2010.%202022.pdf
2;2022-11-09;2022;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Návrh Smlouvy na zřízení věcného břemene č. BM-014330061996/001-ADS se společností EG.D. s.r.o. Jedná se o uložení kabelu NN do obecního pozemku p. č. 2003 a p. č. 285/2 k. ú. Střelice u Brna, ulice Příční.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost společnosti ateliér VIZAGE s.r.o., zastoupená Ing. arch. Petrem Čáslavou, Ph.D., Lavičky 778/3, Brno – Žebětín, v zastoupení investora J. S. a J. S, souhlasí s projektovou dokumentací na stavbu rodinného domu na pozemku p. č. 7591, p. č. 7592, k. ú. Střelice u Brna, lokalita Žleby II.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Pozemky, majetek a bydlení;;Bez částky;Žádost společnosti KUDA architecture s.r.o., Všetičkova 6a, 602 00 Brno v zastoupení J. B., souhlasí s umístěním nového sjezdu na p. č. 1260/1. Současně souhlasí se zvláštním užíváním komunikace za účelem provedení stavebních prací. Zároveň souhlasí s umístěním dvou odstavných stání na p. č. 1260/1, k. ú. Střelice u Brna, ulice Úvoz.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Stavby, investice a územní rozvoj;;Bez částky;Žádost firmy Vendulka Ščerbová, Sušilova 1111/17, 664 51 Šlapanice, v zastoupení investora R. F., s projektovou dokumentací na stavbu RD na pozemku p. č. 33, k. ú. Střelice u Brna, ulice Zbirovského. Dále souhlasí s připojením sjezdu na místní komunikaci v ulici Zbirovského.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Dotace a finance;6000;do 10 tis. Kč;Žádost spolku RC PifPaf, z.s. na jednorázovou individuální dotaci ve výši 6 000 Kč z rozpočtu obce na Vánoční dílny.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Dotace a finance;6000;do 10 tis. Kč;Smlouvu se spolkem RC PifPaf, z.s. na jednorázovou dotaci ve výši 6 000 Kč z rozpočtu obce na Vánoční dílny.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Dotace a finance;150000;100–500 tis. Kč;Žádost spolku Junák – český skaut, středisko Wahinkpe, z.s. o individuální dotaci z rozpočtu obce Střelice na rok 2023 na částku 150 000 Kč. Dotace bude využita na výstavbu klubovny II. etapy, na doplnění táborového a sportovního vybavení. Žádost musí být projednána na nejbližším jednání Zastupitelstva obce.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Dotace a finance;70000;50–100 tis. Kč;Žádost spolku Střeličáci, z.s. (dechová hudba) o individuální dotaci z rozpočtu obce Střelice na rok 2023 na částku 70 000,- Kč. Dotace bude využita na pořízení CD a uhrazení poplatku v nahrávacím studiu. Žádost musí být projednána na nejbližším jednání Zastupitelstva obce.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Dotace a finance;480000;100–500 tis. Kč;Žádost Tělocvičné jednoty Sokol Střelice o individuální dotaci z rozpočtu obce Střelice na rok 2023 na částku 480 000 Kč. Dotace bude využita na údržbu budov a provoz oddílu (260 000 Kč), umělé kluziště (120 000 Kč), obnovu povrchů podlah v sále (100 000 Kč). Žádost musí být projednána na nejbližším jednání Zastupitelstva obce.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Sociální a zdravotní oblast;;Bez částky;Zřízení následujících komisí: Stavební, Pro veřejné záležitosti a hospodaření, Kulturní a školská, Sociální, Životního prostředí. Nominace členů do jednotlivých komisí bude projednána a schválena na nejbližším zasedání rady obce.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Životní prostředí a odpady;16000;10–50 tis. Kč;Předloženou nabídku ateliéru pro zahradní tvorbu Ing. Tomáš Horský, Rajhrad na přípravu návrhu výsadby zeleně po dokončené rekonstrukci chodníku na ul. Ant. Smutného (od sokolovny po RD č. p. 543/4) v ceně 16 000 Kč bez DPH.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Ostatní;;Bez částky;Předložený návrh Příkazní smlouvy mezi obcí Střelice a pohřební službou REKVIEM, Stanislav Trávníček, Tetčická 495, Rosice. Jedná se o pohřby osamocených osob, o které se musí postarat obec.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Ostatní;;Bez částky;Za obřadní den sobotu od 9:00 do 15:00 a za obřadníky schvaluje starostu, místostarostu a radní. Bude projednáno na Zastupitelstvu obce č. 2.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Ostatní;35000;10–50 tis. Kč;Předložené nabídky na odvoz zeminy na střelické koupaliště: Firma TOPA, Pavel Toman, Pod Vinohrady 314, Troubsko – cena do 35 000 Kč bez DPH a Autodoprava František Vašulín, Komenského17, Střelice – do 15 000 Kč bez DPH.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
2;2022-11-09;2022;schvaluje;Ostatní;9500;do 10 tis. Kč;Předloženou nabídku Ing. Jan Konzala, Lidická 700, Újezd u Brna, na video přenos zastupitelstva obce a anonymizaci záznamu zasedání. Celkem 9 500 Kč bez DPH. Není plátce DPH.;Zápis z 2. zasedání Rady obce Střelice, konané na Obecním úřadě ve Střelicích 9. 11. 2022.pdf;https://www.streliceubrna.cz/sites/default/files/files/documents/425/Z%C3%A1pis%20z%202.%20zased%C3%A1n%C3%AD%20Rady%20obce%20St%C5%99elice%2C%20konan%C3%A9%20na%20Obecn%C3%ADm%20%C3%BA%C5%99ad%C4%9B%20ve%20St%C5%99elic%C3%ADch%209.%2011.%202022.pdf
